[111/500][0/12]	Loss_D: 0.6039	Loss_G: 4.0961	D(x): 0.8314	D(G(z)): 0.2750 / 0.0313
[112/500][0/12]	Loss_D: 0.9473	Loss_G: 7.8710	D(x): 0.9963	D(G(z)): 0.5319 / 0.0016
[113/500][0/12]	Loss_D: 0.3090	Loss_G: 4.1406	D(x): 0.9138	D(G(z)): 0.1795 / 0.0235
[114/500][0/12]	Loss_D: 0.9011	Loss_G: 1.8194	D(x): 0.4860	D(G(z)): 0.0046 / 0.3273
[115/500][0/12]	Loss_D: 1.3678	Loss_G: 8.5237	D(x): 0.9930	D(G(z)): 0.6334 / 0.0010
[116/500][0/12]	Loss_D: 0.6931	Loss_G: 5.0716	D(x): 0.6732	D(G(z)): 0.0382 / 0.0308
[117/500][0/12]	Loss_D: 0.2238	Loss_G: 4.5996	D(x): 0.8295	D(G(z)): 0.0076 / 0.0193
[118/500][0/12]	Loss_D: 0.1605	Loss_G: 5.0889	D(x): 0.9549	D(G(z)): 0.1006 / 0.0104
[119/500][0/12]	Loss_D: 0.8009	Loss_G: 7.1123	D(x): 0.9617	D(G(z)): 0.4125 / 0.0048
[120/500][0/12]	Loss_D: 0.9150	Loss_G: 6.8211	D(x): 0.9742	D(G(z)): 0.5043 / 0.0046
[121/500][0/12]	Loss_D: 0.8769	Loss_G: 6.6336	D(x): 0.9932	D(G(z)): 0.4812 / 0.0037
[122/500][0/12]	Loss_D: 0.5139	Loss_G: 6.9356	D(x): 0.9900	D(G(z)): 0.3527 / 0.0018
[123/500][0/12]	Loss_D: 1.7727	Loss_G: 8.1012	D(x): 0.9967	D(G(z)): 0.7324 / 0.0011
[124/500][0/12]	Loss_D: 0.2728	Loss_G: 2.9247	D(x): 0.9052	D(G(z)): 0.1437 / 0.0816
[125/500][0/12]	Loss_D: 1.4414	Loss_G: 9.4339	D(x): 0.9717	D(G(z)): 0.7000 / 0.0002
[126/500][0/12]	Loss_D: 0.6434	Loss_G: 6.6007	D(x): 0.9922	D(G(z)): 0.4083 / 0.0024
[127/500][0/12]	Loss_D: 0.3341	Loss_G: 3.9669	D(x): 0.7607	D(G(z)): 0.0207 / 0.0296
[128/500][0/12]	Loss_D: 0.3544	Loss_G: 4.2529	D(x): 0.8929	D(G(z)): 0.1755 / 0.0234
[129/500][0/12]	Loss_D: 3.3758	Loss_G: 12.1947	D(x): 0.9944	D(G(z)): 0.8608 / 0.0001
[130/500][0/12]	Loss_D: 0.1497	Loss_G: 5.9569	D(x): 0.9037	D(G(z)): 0.0363 / 0.0056
[131/500][0/12]	Loss_D: 2.5515	Loss_G: 4.5116	D(x): 0.1781	D(G(z)): 0.0015 / 0.0328
[132/500][0/12]	Loss_D: 0.3403	Loss_G: 4.7778	D(x): 0.8929	D(G(z)): 0.1859 / 0.0139
[133/500][0/12]	Loss_D: 0.7629	Loss_G: 6.8217	D(x): 0.9941	D(G(z)): 0.4355 / 0.0019
[134/500][0/12]	Loss_D: 0.2364	Loss_G: 4.2898	D(x): 0.8359	D(G(z)): 0.0365 / 0.0184
[135/500][0/12]	Loss_D: 0.6370	Loss_G: 5.8346	D(x): 0.9844	D(G(z)): 0.3958 / 0.0050
[136/500][0/12]	Loss_D: 0.7213	Loss_G: 3.7425	D(x): 0.5380	D(G(z)): 0.0057 / 0.0460
[137/500][0/12]	Loss_D: 0.1941	Loss_G: 4.2186	D(x): 0.8479	D(G(z)): 0.0178 / 0.0237
[138/500][0/12]	Loss_D: 0.0907	Loss_G: 3.7926	D(x): 0.9702	D(G(z)): 0.0560 / 0.0360
[139/500][0/12]	Loss_D: 0.2631	Loss_G: 3.8213	D(x): 0.9166	D(G(z)): 0.1528 / 0.0320
[140/500][0/12]	Loss_D: 0.2905	Loss_G: 4.5158	D(x): 0.9865	D(G(z)): 0.2208 / 0.0158
[141/500][0/12]	Loss_D: 0.4806	Loss_G: 7.2978	D(x): 0.9836	D(G(z)): 0.3412 / 0.0009
[142/500][0/12]	Loss_D: 0.2859	Loss_G: 4.3224	D(x): 0.7873	D(G(z)): 0.0136 / 0.0274
[143/500][0/12]	Loss_D: 0.2249	Loss_G: 6.6149	D(x): 0.9764	D(G(z)): 0.1592 / 0.0024
[144/500][0/12]	Loss_D: 1.0627	Loss_G: 10.7766	D(x): 0.9945	D(G(z)): 0.5563 / 0.0001
[145/500][0/12]	Loss_D: 0.1561	Loss_G: 4.1371	D(x): 0.9406	D(G(z)): 0.0836 / 0.0295
[146/500][0/12]	Loss_D: 0.6373	Loss_G: 5.7829	D(x): 0.9901	D(G(z)): 0.4042 / 0.0056
[147/500][0/12]	Loss_D: 0.2528	Loss_G: 6.8956	D(x): 0.9685	D(G(z)): 0.1777 / 0.0026
[148/500][0/12]	Loss_D: 0.2999	Loss_G: 4.8511	D(x): 0.7742	D(G(z)): 0.0083 / 0.0136
[149/500][0/12]	Loss_D: 1.0841	Loss_G: 12.8599	D(x): 0.9968	D(G(z)): 0.6019 / 0.0000
[150/500][0/12]	Loss_D: 0.4206	Loss_G: 4.8989	D(x): 0.7858	D(G(z)): 0.0923 / 0.0252
[151/500][0/12]	Loss_D: 0.4634	Loss_G: 5.0210	D(x): 0.9091	D(G(z)): 0.2608 / 0.0124
[152/500][0/12]	Loss_D: 0.2422	Loss_G: 3.5303	D(x): 0.9503	D(G(z)): 0.1548 / 0.0489
[153/500][0/12]	Loss_D: 0.4119	Loss_G: 6.2513	D(x): 0.9759	D(G(z)): 0.2977 / 0.0032
[154/500][0/12]	Loss_D: 0.3447	Loss_G: 3.2663	D(x): 0.8461	D(G(z)): 0.1406 / 0.0613
[155/500][0/12]	Loss_D: 0.1000	Loss_G: 5.0056	D(x): 0.9580	D(G(z)): 0.0514 / 0.0130
[156/500][0/12]	Loss_D: 0.2677	Loss_G: 4.8171	D(x): 0.9850	D(G(z)): 0.2033 / 0.0139
[157/500][0/12]	Loss_D: 0.7042	Loss_G: 4.2107	D(x): 0.5873	D(G(z)): 0.0041 / 0.0231
[158/500][0/12]	Loss_D: 0.8492	Loss_G: 7.8893	D(x): 0.9640	D(G(z)): 0.4926 / 0.0009
[159/500][0/12]	Loss_D: 0.6498	Loss_G: 9.5627	D(x): 0.9774	D(G(z)): 0.4177 / 0.0001
[160/500][0/12]	Loss_D: 0.3414	Loss_G: 7.6026	D(x): 0.9861	D(G(z)): 0.2415 / 0.0010
[161/500][0/12]	Loss_D: 0.2141	Loss_G: 3.5989	D(x): 0.9327	D(G(z)): 0.1087 / 0.0549
[162/500][0/12]	Loss_D: 0.1956	Loss_G: 4.2136	D(x): 0.9580	D(G(z)): 0.1303 / 0.0242
[163/500][0/12]	Loss_D: 0.8094	Loss_G: 8.1047	D(x): 0.9017	D(G(z)): 0.4205 / 0.0006
[164/500][0/12]	Loss_D: 0.3953	Loss_G: 5.0503	D(x): 0.9270	D(G(z)): 0.2321 / 0.0095
[165/500][0/12]	Loss_D: 0.2453	Loss_G: 4.1248	D(x): 0.9740	D(G(z)): 0.1544 / 0.0223
[166/500][0/12]	Loss_D: 0.2680	Loss_G: 3.5154	D(x): 0.8122	D(G(z)): 0.0376 / 0.0530
[167/500][0/12]	Loss_D: 0.1794	Loss_G: 4.0198	D(x): 0.9670	D(G(z)): 0.1306 / 0.0244
[168/500][0/12]	Loss_D: 0.0761	Loss_G: 4.6461	D(x): 0.9790	D(G(z)): 0.0518 / 0.0167
[169/500][0/12]	Loss_D: 0.2573	Loss_G: 3.5077	D(x): 0.8841	D(G(z)): 0.1108 / 0.0439
